index	trigger	syllables	flag	preview
956	verse-stanza	25		དེ་ལྟ་ན་ནི་ཀུན་ལེགས་བྱས།།↵གཞན་དུ་གཉི་གར་མི་འགྱུར་རོ།།↵ཤེས་བཞིན་མ་ཡིན་ཉེ་ཉོན་མོངས
957	terminal-particle	51		ཞེས་གསུངས་ཏེ། དེ་ལྟར་བྱས་ན་ཕྱི་མ་ཡང་གདོན་མི་ཟ་བར་གྲུབ་པར་འགྱུར་བས་སྔ་ཕྱི་ཀུན་ལེག
958	terminal-particle	30		དེས་ན་གང་བརྩམས་པ་དེ་མཐར་ཕྱིན་པར་སྒྲུབ་པར་བྱས་ན་ཤེས་བཞིན་མ་ཡིན་པའི་ཉེ་ཉོན་བརྗེད་ང
959	line-end	8		ལུགས་ཀྱི་བསྟན་བཅོས་ཙ་ན་ཀར་ཡང༌།
960	verse-stanza	25		སྔ་མ་མ་ཚར་གཞན་བསྒྲུབས་ན།།↵གཉིས་ཀ་མི་འགྲུབ་ངལ་བའི་གནས།།↵རྐང་པ་ཡ་གཅིག་མ་ཚུགས་པར།།↵
961	quote-close	2		ཞེས་སོ།།
962	ordinal-open	23		གཉིས་པ་རྣམ་པར་གཡེང་བ་ཕྲ་མོ་སྤང་བ་ལ་གཉིས། ལུས་ཀྱི་སྤྱོད་པ་སྲུང་བ་དང༌། སེམས་ཀྱི་སྤ
963	ordinal-open	23		དང་པོ་ལ་གསུམ། གཡེང་བ་ལ་དགའ་བ་སྤང་བ། དོན་མེད་ཀྱི་སྤྱོད་པ་སྤང་བ། གཙོ་བོར་སེམས་ཀྱི་
964	ordinal-open	3		དང་པོ་ནི།
965	verse-stanza	25		བྲེ་མོའི་གཏམ་ནི་སྣ་ཚོགས་དང༌།།↵ངོ་མཚར་ལྟད་མོ་རྣམ་མང་པོ།།↵ཀུན་ལ་འཇུག་པར་གྱུར་པ་ན།།
966	terminal-particle	13		ཞེས་གསུངས་ཏེ། ཀུ་རེ་དང་ཀྱལ་ཀའི་ཚིག་ནི་བྲེ་མོའི་གཏམ་མོ།།
967	terminal-particle	20		སྒྱུ་མ་ལ་སོགས་པ་ངོ་མཚར་བར་གྲགས་པའི་རྩེད་མོ་ལ་ལྟ་བ་འདུས་པ་ནི་ལྟད་མོའོ།།
968	line-end	31		རེ་ཞིག་གཞན་སེམས་སྲུང་བ་སོགས་ཀྱི་དགོས་པའི་དབང་ལས་དེ་དག་ལ་འཇུག་དགོས་ནའང་ཞེན་པས་མ་ཡ
969	verse-stanza	25		ཤི་རྒྱུས་ཤི་བའི་པགས་པ་དང༌།།↵འཆི་འགྱུར་སྐྱེ་བོ་བཞད་གད་མཁན།།↵འཆི་བའི་སྐྱེ་བོ་ཚོགས་
970	line-end	4		པང་ནས་སྐྱེས་ཀྱིས།
971	verse-stanza	25		རྒྱན་རྣམས་ཐམས་ཅད་ཁུར་ཡིན་ཏེ།།↵གར་རྣམས་ཐམས་ཅད་ཐོ་འཚམས་པ།།↵གླུ་རྣམས་ཐམས་ཅད་ངུ་བའི་
972	line-end	19		ཞེས་སྨྲས་པ་ལྟར། དེ་དག་ནི་སྙིང་རྗེའི་གནས་ཡིན་གྱི་དགའ་བའི་གནས་མ་ཡིན་པའི་ཕྱིར་རོ།།
973	verse-stanza	25		དོན་མེད་ས་རྐོ་རྩྭ་གཅོད་དང༌།།↵ས་རིས་འབྲི་སོགས་བྱེད་གྱུར་ན།།↵བདེ་གཤེགས་བསླབ་པ་དྲན་
974	terminal-particle	57		ཞེས་གསུངས་ཏེ། དགོས་པ་ཁྱད་པར་བ་མེད་པར་ལག་དལ་གྱིས་ས་རྐོ་བ་དང་རྩྭ་གཅོད་པ་དང་ས་གཞི་ལ
975	ordinal-open	36		གསུམ་པ་གཙོ་བོར་སེམས་ཀྱི་ཀུན་སློང་བརྟག་པ་ལ་བཞི། མདོར་བསྟན་པ། ཉོན་མོངས་པའི་སེམས་ཀྱ
976	ordinal-open	3		དང་པོ་ནི།
977	verse-stanza	25		གང་ཚེ་སྐྱོད་པར་འདོད་གྱུར་ཏམ།།↵སྨྲ་བར་འདོད་པར་གྱུར་ན་ཡང༌།།↵དང་པོར་རང་གི་སེམས་བརྟག
978	line-end	2		ཞེས་གསུངས།
979	verse-stanza	25		གང་ཚེ་རང་ཡིད་ཆགས་པ་དང༌།།↵ཁྲོ་བར་མཐོང་བ་དེ་ཡི་ཚེ།།↵ལས་སུ་མི་བྱ་སྨྲ་མི་བྱ།།↵ཤིང་བཞ
980	line-end	2		ཞེས་གསུངས།
981	verse-stanza	25		རྒོད་དང་ག་ཞར་བཅས་པ་དང༌།།↵གལ་ཏེ་ང་རྒྱལ་རྒྱགས་ལྡན་པའམ།།↵མཚང་འབྲུ་བ་ཡི་བསམ་པ་དང༌།།↵
982	verse-stanza	25		གང་ཚེ་བདག་བསྟོད་ལྷུར་ལེན་པའམ།།↵གཞན་ལ་སྨོད་པ་ཉིད་དང་ནི།།↵གཤེ་བཅས་འགྱེད་དང་བཅས་གྱུ
983	verse-stanza	25		རྙེད་དང་བཀུར་སྟི་གྲགས་འདོད་པའམ།།↵གཡོག་འཁོར་དོན་དུ་གཉེར་འདོད་པའམ།།↵བདག་སེམས་རིམ་ག
984	verse-stanza	25		གཞན་དོན་ཡལ་བར་འདོར་བ་དང༌།།↵རང་དོན་གཉེར་བར་འདོད་པ་དང༌།↵སྨྲ་བར་འདོད་པའི་སེམས་བྱུང་
985	verse-stanza	25		མི་བཟོད་ལེ་ལོའི་འཇིགས་པ་དང༌།།↵དེ་བཞིན་སྤྱི་ཏོལ་མུ་ཅོར་དང༌།།↵རང་གི་ཕྱོགས་ཞེན་སེམས
986	line-end	174		ཞེས་གསུངས་ཏེ། ཀུན་སློང་ཉོན་མོངས་པ་ཅན་གྱིས་བྱ་བ་ལ་མི་འཇུག་པར་མ་ཟད་ཁ་ན་མ་ཐོ་བའི་ཕྱ
987	verse-stanza	25		དེ་ལྟར་ཀུན་ནས་ཉོན་མོངས་དང༌།།↵དོན་མེད་བརྩོན་པའི་ཡིད་བརྟགས་ནས།།↵དེ་ཚེ་དཔའ་བོས་གཉེན
988	terminal-particle	28		ཞེས་གསུངས་ཏེ། འདི་རྣམས་ནི། རེ་ཞིག་དང་པོ་འདི་འདྲའི་སེམས།། ཞེས་པའི་མཚན་ཉིད་རྒྱས་པར
989	terminal-particle	24		དེ་ལྟར་ན་འབྲས་བུ་མེད་པའི་སྤྱོད་པ་སྤངས་པས་དོན་མེད་པ་སྤངས་པའི་ཕྱིར་ལུས་སྲུང་བ་བསྟན
990	line-end	9		ལུས་སྲུང་བ་གང་ཞེ་ན། དོན་མེད་སྤོང་བའོ།།
991	verse-stanza	25		དེ་ཀུན་གང་གིས་འཐོབ་ཅེ་ན།།↵འབྲས་བུ་མེད་པའི་སྤྱོད་སྤངས་ལས།།↵དེ་ཡང་རྟག་ཏུ་དྲན་པས་འག
992	verse-stanza	13		གུས་ནི་ཞི་གནས་བདག་ཉིད་ཅེས།།↵ཤེས་པར་གྱུར་ནས་བརྟུན་པ་སྐྱེ།།
993	line-end	2		ཞེས་སོ།།
994	verse-stanza	25		ཤིན་ཏུ་ངེས་དང་རབ་དད་དང༌།།↵བརྟན་དང་གུས་དང་ཞེ་སར་བཅས།།↵ངོ་ཚ་ཤེས་དང་འཇིགས་དང་བཅས།།↵
995	verse-stanza	25		ཕན་ཚུན་མི་མཐུན་བྱིས་པ་ཡི།།↵འདོད་པ་རྣམས་ཀྱིས་མི་སྐྱོ་ཞིང༌།།↵ཉོན་མོངས་སྐྱེས་པས་འདི
996	verse-stanza	25		ཁ་ན་མ་ཐོ་མེད་དངོས་ལ།།↵བདག་དང་སེམས་ཅན་དབང་བྱས་ཤིང༌།།↵སྤྲུལ་པ་བཞིན་དུ་ང་མེད་པར།།↵ཡ
997	verse-stanza	25		རིང་ཞིག་ལོན་ནས་དལ་བའི་མཆོག།↵ཐོབ་པ་ཡང་དང་ཡང་བསམས་ནས།།↵སེམས་དེ་ལྟ་བུར་རི་རབ་ལྟར།།↵
998	terminal-particle	64		ཞེས་གསུངས་ཏེ། བླང་དོར་གྱི་གནས་ལ་མ་འཁྲུལ་བས་ཤིན་ཏུ་ངེས་པ་དང༌། དེ་ཉིད་ལ་རབ་ཏུ་དད་པ
999	terminal-particle	111		སྐྱེས་བུ་དམ་པས་ཁྲེལ་དོགས་པའི་ངོ་ཚ་ཤེས་པ་དང༌། རྣམ་སྨིན་ལ་འཇིགས་པ་དང༌། རང་རྒྱུད་ཞི
1000	terminal-particle	68		ཞེས་ལྷག་པར་བརྩེ་བ་དང༌། སེམས་འཁྲུག་པ་སོགས་ཉོན་མོངས་པ་ཅན་གྱི་ཁ་ན་མ་ཐོ་བ་མེད་པའི་དག
1001	terminal-particle	40		མདོར་ན་དལ་འབྱོར་རྙེད་དཀའ་བ་དང༌། དགེ་བའི་བློ་སྐྱེ་དཀའ་བ་བསམས་ཏེ་ངེས་སོགས་ཀྱི་དགེ་
1002	ordinal-open	29		གཉིས་པ་དགེ་བ་ཆོས་སྡུད་ཀྱི་ཚུལ་ཁྲིམས་ལ་གཉིས། ལུས་ལ་མ་ཆགས་པར་དགེ་བ་ལ་སྦྱོར་བ་དང༌། 
1003	ordinal-open	36		དང་པོ་ལ་ལྔ། ལུས་ལ་རྟོག་པ་མེད་པར་བསྟན། ལུས་མི་གཙང་བར་བསྟན། སྙིང་པོ་མེད་པར་བསྟན། མ
1004	ordinal-open	3		དང་པོ་ནི།
1005	verse-stanza	25		བྱ་རྒོད་ཤ་ལ་ཆགས་པ་ཡིས།།↵ཕན་ཚུན་ཀུན་ནས་བཤལ་ཁྲིད་ཀྱང༌།།↵ལུས་ཁྱོད་མི་དགར་མི་བྱེད་ན།
1006	terminal-particle	58		ཅེས་གསུངས་ཏེ། ལུས་འདི་ནི་རྟོག་པ་མེད་སེམས་པ་མེད་དེ། དུར་ཁྲོད་དུ་བྱ་རྒོད་ཀྱིས་ཕན་ཚ
1007	line-end	16		སེམས་ཀྱིས་བདག་གིར་བཟུང་བས་ལུས་ལ་གནོད་ན་སེམས་མི་དགའ་འོ་ཞེ་ན།
1008	verse-stanza	25		ལུས་འདི་བདག་གིར་བཟུང་བྱས་ནས།།↵ཡིད་ཁྱོད་ཅི་ཕྱིར་སྲུང་བར་བྱེད།།↵ཁྱོད་དང་འདི་གཉིས་ས
1009	terminal-particle	51		ཞེས་གསུངས་ཏེ། སུའི་ཡང་མ་ཡིན་པའི་བེམས་པོ་འདི་ལ་སེམས་སྟོང་པ་གང་དུ་ཡང་མི་ཐོགས་པའི་ཤ
1010	ordinal-open	9		གཉིས་པ་ལུས་མི་གཙང་བར་བསྟན་པ་ནི།
1011	verse-stanza	25		རྨོངས་པའི་ཡིད་ཁྱོད་ཅི་ཡི་ཕྱིར།།↵ཤིང་གཟུགས་གཙང་མ་གཟུང་མི་བྱེད།།↵མི་གཙང་ཚོགས་ཀྱི་འ
1012	line-end	63		ཞེས་གསུངས་ཏེ། སེམས་ཁྱོད་ཅིས་ཀྱང་བདག་གིར་འཛིན་ན་ཤིང་སྡོང་གཙང་མ་འདི་ལ་བདག་གིར་བྱོས
1013	verse-stanza	25		ཐོག་མར་པགས་པའི་རིམ་པ་འདི།།↵རང་གི་བློ་ཡིས་ཐ་དད་ཕྱེ།།↵ཤ་ཡང་རུས་པའི་དྲ་བ་ལས།།↵ཤེས་ར
1014	verse-stanza	25		རུས་པ་རྣམས་ཀྱང་དབྱེ་བྱས་ནས།།↵རྐང་གི་བར་དུ་བལྟ་བྱ་ཞིང༌།།↵འདི་ལ་སྙིང་པོ་ཅི་ཡོད་ཅེས
1015	verse-stanza	25		དེ་ལྟར་འབད་དེ་བཙལ་ཡང་དེར།།↵ཁྱོད་ཀྱིས་སྙིང་པོ་མ་མཐོང་ན།།↵ད་དུང་ཅི་ཕྱིར་ཆགས་ཚུལ་གྱ
1016	terminal-particle	35		ཅེས་གསུངས་ཏེ། ལུས་འདི་ལ་སྙིང་པོ་སྲ་མཁྲང་ཅན་ཡུངས་འབྲུ་ཙམ་ཡང་ཡོད་པ་མ་ཡིན་ཏེ། གཞན་ག
1017	line-end	14		བཙལ་བས་སྙིང་པོ་མ་རྙེད་ན་ནི་ཅི་ཞིག་ལ་ཆགས་པར་བྱེད།
1018	verse-stanza	25		ཁྱོད་ཀྱི་མི་གཙང་བཟར་མི་རུང༌།།↵ཁྲག་ཀྱང་བཏུང་དུ་མི་རུང་ལ།།↵རྒྱུ་ལྟོའང་གཞིབ་ཏུ་མི་ར
1019	verse-stanza	13		ཉིས་ན་ཝ་དང་བྱ་རྒོད་ཀྱིས།།↵ཟས་ཀྱི་དོན་དུ་འདི་སྲུང་རིགས།།
1020	terminal-particle	65		ཞེས་གསུངས་ཏེ། སེམས་ཁྱོད་ལ་ལུས་འདི་མཁོ་བ་ཅུང་ཟད་ཀྱང་མེད་དེ། ཁྱོད་ནི་བཟའ་བཏུང་དོན་
1021	terminal-particle	99		འདིར་དོགས་པ་འདི་འབྱུང་བའི་གནས་ཡོད་དེ། ལུས་དེ་ཙམ་དུ་སྙིང་པོ་མེད་ན་སྔར་དལ་འབྱོར་གྱ
1022	terminal-particle	50		དང་པོའི་ལན་ནི། དེ་ནི་གནས་སྐབས་ཐ་དད་དེ། སྔར་ཆོས་ཀྱི་དོན་དུ་མི་ལུས་དགོས་པར་བཤད་པ་ན
1023	terminal-particle	47		འདིར་ནི་ལུས་ལ་ཞེན་ཞིང་ཆགས་པའི་བློ་འཇོམས་པའི་ཕྱིར་ལུས་ལ་ཆགས་བྱ་མ་ཡིན་པར་བསྟན་པ་སྟ
1024	terminal-particle	10		གཉིས་པའི་ལན་ནི་གཞུང་གིས་འདེབས་པར་འགྱུར་རོ།།
1025	ordinal-open	37		ལྔ་པ་དེ་ལྟར་དགོས་པ་མེད་པ་དེ་ཐབས་ཀྱིས་དགོས་པ་ལ་སྦྱོར་ཞིག་པ་ལ་གསུམ། ལུས་དགེ་བ་ལ་བཀ
1026	ordinal-open	3		དང་པོ་ནི།
1027	verse-stanza	12		མིའོ་ཅོག་གི་ལུས་འདི་ནི།།↵བཀོལ་བར་བྱ་བ་ཉིད་དུ་ཟད།།
1028	terminal-particle	115		ཅེས་གསུངས་ཏེ། དེ་ཡང་མི་འོ་ཅོག་གི་ཞེས་པ་ནི་བདག་ཅག་མིར་སྐྱེས་སོ་ཅོག་གི་ཞེས་པ་སྟེ། 
1029	terminal-particle	60		ལུང་དུ་མ་བསྟན་པའི་ལས་ཀྱང་གནས་སྐབས་ཀྱི་བྱ་བ་ཟིན་པ་ཙམ་དེ་ཉིད་འབྲས་བུར་ཟད་དེ། དེ་ལས
1030	line-end	47		དེས་ན་ལུང་དུ་མ་བསྟན་པ་སྙིང་པོ་མེད་པ་རྣམས་ཀྱང་དོར་ཏེ། མི་དགེ་བའི་བྱ་བ་སྐད་ཅིག་གི་
1031	verse-stanza	25		འདི་ལྟར་ཁྱོད་ཀྱིས་བསྲུངས་ཀྱང་ནི།།↵འཆི་བདག་བརྩེ་བ་མེད་པ་ཡིས།།↵འཕྲོགས་ཏེ་བྱ་དང་ཁྱི
1032	verse-stanza	25		བྲན་གཡོག་བཀོལ་དུ་མི་བཏུབ་ལའང༌།།↵གོས་ལ་སོགས་པ་མི་སྦྱིན་ན།།↵ལུས་འདི་སྙོད་ཀྱང་གཞན་འ
1033	verse-stanza	24		འདི་ལ་གླ་རྔན་བྱིན་ནས་ནི།།↵ད་ནི་རང་དོན་བྱེད་དུ་ཆུག།↵ཕན་པ་མེད་པ་འདི་ལ་ནི།།↵ཐམས་ཅད་
1034	terminal-particle	67		ཞེས་གསུངས་ཏེ། དེ་ཡང་ལུས་འདི་འཕངས་མེད་དུ་དགེ་བ་ལ་བཀོལ་དགོས་ཏེ། ནམ་འཇིག་ཆ་མེད་པའི་
1035	terminal-particle	30		དེ་ཡང་ད་ལྟ་ནས་རིངས་པར་བཀོལ་དགོས་ཏེ། ཚེ་ལ་ངེས་པ་མེད་ནམ་འཆི་ཆ་མེད་ཤི་ཕན་ཆད་ལུས་དེས
1036	line-end	174		དེས་ན་ལུས་འདི་ལ་གླ་རྔན་གྱི་དོན་དུ་ཟས་སྐོམ་དང༌། གོས་དང༌། སྨན་དང༌། གནས་མལ་རྣམས་འདོ
1037	verse-stanza	25		འགྲོ་དང་འོང་བའི་རྟེན་ཙམ་དུ།།↵ལུས་ལ་གྲུ་ཡི་བློ་བཞག་སྟེ།།↵སེམས་ཅན་རྣམས་དོན་སྒྲུབ་པ
1038	terminal-particle	176		ཞེས་གསུངས་ཏེ། འོན་ཀྱང་ལུས་འདི་ནི་འཁོར་བའི་མཚོ་ལས་བདག་གཞན་སྒྲོལ་བ་ལ་གྲུ་ཙམ་དུ་འགྱ
1039	terminal-particle	69		དེ་ལྟར་ལུས་དང་ལོངས་སྤྱོད་ཀྱི་རང་བཞིན་ཤེས་པས་ཆགས་པ་མེད་པར་འགྱུར་ལ། ལུས་དང་ལོངས་སྤ
1040	terminal-particle	13		དེའི་ཕྱིར་ལུས་ལ་ཆགས་པར་བྱ་བ་མ་ཡིན་པར་བསྟན་པའོ།།
1041	ordinal-open	48		གཉིས་པ་དགེ་བ་སྒྲུབ་པའི་སྤྱོད་པ་ལ་བསླབ་པ་ལ་དྲུག རྗེས་ཐོབ་ཀྱི་སྤྱོད་པ་སྤྱིར་བསྟན་པ
1042	ordinal-open	3		དང་པོ་ནི།
1043	verse-stanza	25		དེ་ལྟར་རང་དབང་ཡོད་ཀྱིས་ཏེ།།↵རྟག་ཏུ་འཛུམ་པའི་བཞིན་དུ་གྱིས།།↵ཁྲོ་གཉེར་ངོ་ཟུམ་ཡོངས་
1044	line-end	82		ཞེས་གསུངས་ཏེ། སེམས་དུལ་ཞིང་ལས་སུ་རུང་བ་ནི་སྤྱོད་པ་ཐམས་ཅད་ཀྱི་གཞི་སྟེ། དེ་མེད་ན་ར
1045	verse-stanza	25		ཁྲི་ལ་སོགས་པ་བབ་ཅོལ་དུ།།↵སྒྲ་དང་བཅས་པར་མི་དོར་རོ།།↵སྒོ་ཡང་དྲག་ཏུ་མི་དབྱེ་སྟེ།།↵ར
1046	terminal-particle	80		ཞེས་གསུངས་ཏེ། ཁྲི་སོགས་སྒྲ་བཅས་སུ་དྲག་པོར་མི་དོར་བ་དང༌། སྒོ་བཙན་ཐབས་སུ་དྲག་པོར་མ
1047	line-end	7		ཆུ་སྐྱར་བྱི་ལ་ཆོམ་རྐུན་དག།
1048	verse-stanza	19		སྒྲ་མེད་འཇབ་ཅིང་འགྲོ་བ་ཡིས།།↵མངོན་པར་འདོད་པའི་དོན་གྲུབ་པ།།↵ཐུབ་པས་རྟག་ཏུ་དེ་བཞིན
1049	terminal-particle	41		ཅེས་གསུངས་ཏེ། དེས་ན་ལུས་ངག་གི་སྤྱོད་ལམ་ཐམས་ཅད་འཇམ་ཞིང་དལ་ལ། གཞན་གྱི་ཡིད་ལ་མི་གཟན
1050	terminal-particle	24		ཆུ་སྐྱར་ལ་སོགས་པའི་དཔེ་ནི་མངོན་ཚན་ཆུང་བར་བྱེད་པའི་དཔེ་ཁོ་ན་སྟེ། དེ་ལས་གཞན་པའི་དཔ
1051	line-end	31		ཐུབ་པ་ཞེས་པ་ནི་སྤྱིར་དཀའ་ཐུབ་པ་དང༌། དྲང་སྲོང་ངམ། བརྟུལ་ཞུགས་ཅན་མཐའ་དག་ལ་འཇུག་ཀྱང
1052	verse-stanza	25		གཞན་ལ་གཞེན་བསྐུལ་འདེབས་མཁས་ཤིང༌།།↵མ་བཅོལ་ཕན་པ་བྱེད་པའི་ངག།↵གུས་པས་སྤྱི་བོས་བླང་བ
1053	terminal-particle	92		ཞེས་གསུངས་ཏེ། གཞན་དགེ་བ་ལ་བསྐུལ་བའི་གཞེན་བསྐུལ་ཐབས་མཁས་པས་འདེབས་པར་བྱ་སྟེ། ཁ་ཅིག
1054	line-end	165		གལ་ཏེ་གཞན་སུ་ཞིག་བདག་ཉིད་ལས་མཁས་ཀྱང་རུང་མི་མཁས་ཀྱང་རུང༌། ཆོས་སྒྲུབ་པ་ཞིག་ཡིན་ཡང་
1055	verse-stanza	13		འདི་ནི་གང་གི་ཁྱོར་གྱུར་པའི།།↵བུད་མེད་དེ་ཡང་མྱ་ངན་འདས།།
1056	line-end	116		ཞེས་རི་དྭགས་སྐྱེས་ཀྱིས་བརྗོད་པ་ན། མྱ་ངན་འདས་ཞེས་པའི་ཚིག་ཙམ་ལ་དགྱེས་ནས་མུ་ཏིག་གི་
1057	verse-stanza	13		ལེགས་པར་སྨྲས་པ་ཐམས་ཅད་ལ།།↵དགེ་བར་གསུངས་ཞེས་བརྗོད་པར་བྱ།།
1058	terminal-particle	29		ཞེས་གསུངས་ཏེ། དེ་བཞིན་དུ་གཞན་གྱིས་ཆོས་ལེགས་པར་སྨྲ་བ་མཐོང་ན་དེ་ལ་སེམས་ཐག་པ་དང་དངོ
1059	terminal-particle	27		རྗེས་སུ་ཡི་རང་ངོ་ཞེས་དགའ་བའི་ཚིག་སྨྲ་བར་བྱ་སྟེ། གལ་ཏེ་ལེགས་པར་སྨྲས་པ་སྟོན་པའི་བཀ
1060	terminal-particle	125		གལ་ཏེ་ཆོས་མ་ཡིན་པ་སྟོན་པ་ཞིག་ན་ནི་རིགས་པ་དང་ལུང་གིས་ཚར་བཅད་པར་བྱ་ལ། གལ་ཏེ་དེ་ལྟར
1061	line-end	12		ཞེས་སར་བུ་དེ་དག་ལ་བསྔགས་པར་བཤད་པའི་ཕྱིར་རོ།།
1062	verse-stanza	13		བསོད་ནམས་བྱེད་པ་མཐོང་གྱུར་ན།།↵བསྟོད་པས་ལེགས་པར་དགའ་བ་སྐྱེད།།
1063	line-end	37		ཅེས་གསུངས་ཏེ། གཞན་བསོད་ནམས་ཀྱི་ལས་བྱེད་པ་ཐོས་པའམ་མཐོང་ན་དེ་ལ་སེམས་ཐག་པས་ཡི་རང་བར
1064	verse-stanza	25		ལྐོག་ན་ཡོན་ཏན་བརྗོད་བྱ་ཞིང༌།།↵ཡོན་ཏན་བརྗོད་ན་རྗེས་སུ་བརྗོད།།↵རང་གི་ཡོན་ཏན་བརྗོད་
1065	terminal-particle	109		ཞེས་གསུངས་ཏེ། སྤྱིར་གཞན་གྱི་ཡོན་ཏན་བརྗོད་ན་ངོར་མི་བརྗོད་པར་ལྐོག་ན་བརྗོད་པར་བྱ་སྟ
1066	line-end	44		རང་གི་ཡོན་ཏན་ཕ་རོལ་གྱིས་བརྗོད་པ་མཐོང་ན་ཡོན་ཏན་ཤེས་པ་དང༌། དེ་ལ་ཕྲག་མི་དོག་པར་བསྔག
1067	verse-stanza	25		རྩོམ་པ་ཐམས་ཅད་དགའ་ཕྱིར་ཏེ།།↵དེ་ནི་རིན་གྱིས་ཉོ་ནའང་དཀོན།།↵དེ་ལྟར་གཞན་བྱས་ཡོན་ཏན་ག
1068	terminal-particle	33		377-379 ཞེས་གསུངས་ཏེ། མདོར་ན་བྱང་ཆུབ་སེམས་དཔའི་བྱ་བ་ཅི་རྩོམ་ཡང་གཞན་དོན་དུ་ཡིན་ལ།
1069	line-end	97		དེ་ལྟར་གཞན་དོན་ཁོ་ན་བསྒྲུབ་པར་བྱ་བ་ཡིན་ན་རང་ཉིད་ཀྱིས་བསྒྲུབས་པ་ལ་མ་ལྟོས་པར་སེམས་
1070	verse-stanza	25		བདག་ལ་འདིར་གོད་ཡོང་མེད་ལ།།↵ཕ་རོལ་ཏུ་ཡང་བདེ་བ་ཆེ།།↵ཉེས་པས་མི་དགའ་སྡུག་བསྔལ་ཞིང༌།།
1071	terminal-particle	41		380,381 ཞེས་གསུངས་ཏེ། དེ་ལྟར་གཞན་བདེས་བདག་དགའ་བ་འདི་ལ་ནི་བདག་ཉིད་ལ་ནི་འདིར་ཀར་ཥ་
1072	terminal-particle	45		དེ་ལས་ཟློག་སྟེ་གཞན་གྱི་བདེ་བ་མི་བཟོད་པ་དང་ཉེས་པར་དགའ་བའི་བློ་འདིས་ནི་འཕྲལ་དུ་རང་
1073	ordinal-open	7		བཞི་པ་ཇི་ལྟར་སྨྲ་ཚུལ་ནི།
1074	verse-stanza	25		སྨྲ་ན་ཡིད་ཕེབས་འབྲེལ་བ་དང༌།།↵དོན་གསལ་ཡིད་དུ་འོང་བ་དང༌།།↵ཆགས་དང་ཞེ་སྡང་སྤངས་པ་དང༌
1075	terminal-particle	100		ཞེས་གསུངས་ཏེ། བྱང་ཆུབ་སེམས་དཔས་སྨྲ་བ་ན་བག་ཕབ་སྟེ་ཕ་རོལ་པོ་ཡིད་ཕེབས་པར་བྱེད་པ་དང༌
1076	line-end	55		དེ་ལྟར་སྐྱོན་དེ་དག་དང་བྲལ་ཞིང་ཡོན་ཏན་ཡང་ཕྱད་པར་ལུང་སྟོན་པ་དང༌། ཡང་དག་པ་དང༌། དེ་ཁ
1077	verse-stanza	25		མིག་གིས་སེམས་ཅན་ལྟ་ན་ཡང༌།།↵འདི་དག་ཉིད་ལ་བརྟེན་ནས་བདག།↵སངས་རྒྱས་ཉིད་དུ་འགྱུར་རོ་ཞ
1078	terminal-particle	89		ཞེས་གསུངས་ཏེ། འདིར་ནི་དགེ་བའི་བཤེས་གཉེན་གྱི་འདུ་ཤེས་ཀྱིས་གཞན་ལ་ལྟ་བ་སྟེ། སྤྱིར་ཆ
1079	terminal-particle	27		འགྲེལ་པར། དྲང་པོར་ལྟ་བ་ནི་ཡོན་པོ་དང་གྱ་གྱུ་ཅན་མ་ཡིན་པར་དགའ་བས་ཚིམ་པར་ཆགས་སྡང་རྨོ
1080	quote-close	2		ཞེས་སོ།།
1081	ordinal-open	48		དྲུག་པ་དགེ་བ་ཁྱད་པར་ཅན་ཇི་ལྟར་སྒྲུབ་ཚུལ་ལ་གསུམ། ཆོས་བཞི་ལྡན་གྱི་དགེ་བ་ནི་དགེ་བ་ག
1082	ordinal-open	3		དང་པོ་ནི།
1083	verse-stanza	25		རྟག་པར་མངོན་ཞེན་གྱིས་བསླང་བའམ།།↵གཉེན་པོ་ཡིས་ནི་བསླང་བ་ཡིས།།↵ཡོན་ཏན་ཞིང་དང་ཕན་འདོ
1084	line-end	7		ཞེས་གསུངས་ཏེ། དེ་ཡང་བཤེས་སྤྲིང་ལས།
1085	verse-stanza	33		རྟག་དང་མངོན་པར་ཞེན་དང་གཉེན་པོ་དང༌།།↵ཡོན་ཏན་གཙོ་ལྡན་གཞི་ལས་བྱུང་བའི་ལས།།↵དགེ་དང་མ
1086	line-end	113		ཞེས་པ་ལྟར་དུས་ཀྱི་ཁྱད་པར་རྟག་ཏུ་བྱེད་པ་དང༌། བསམ་པའི་ཁྱད་པར་མངོན་ཞེན་ནམ་འདུན་པ་དྲ
1087	verse-stanza	25		མཁས་ཤིང་དགའ་དང་ལྡན་བྱས་ནས།།↵ལས་རྣམས་རྟག་ཏུ་བདག་གིས་བྱ།།↵ལས་རྣམས་ཀུན་ལ་སུ་ལ་ཡང༌།།
1088	line-end	39		ཞེས་གསུངས་ཏེ། དེ་ལྟར་ལས་དང་རྣམ་སྨིན་ལ་མཁས་ཤིང་བསོད་ནམས་ཀྱི་ལས་ལ་ཆེས་དགའ་བས་སུ་ལ་
1089	verse-stanza	25		སྦྱིན་པའི་ཕ་རོལ་ཕྱིན་ལ་སོགས།།↵གོང་ནས་གོང་དུ་ཁྱད་ཞུགས་སྤྱད།།↵ཆུང་ངུའི་ཕྱིར་ནི་ཆེ་
