index	trigger	syllables	flag	preview
1	terminal-particle	15		༄༅། ། བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་ཚིག་འགྲེལ་གཅེས་བཏུས་བཞུགས་སོ།།
2	line-end	5		ན་མོ་གུ་ར་ཝེ།
3	verse-stanza	33		འཐབ་རྩོད་གཡུལ་འཁྲུགས་རྒྱས་པའི་གནས་འདིར་ཡང༌།།↵བརྩེ་བའི་སྤྱན་དང་འཛུམ་པའི་ཞལ་རས་ལས།
4	verse-stanza	33		ཚིག་རྩུབ་ངག་འཁྱལ་གྱིས་ཁེངས་འཇིག་རྟེན་འདིར།།↵སྙན་པའི་གསུང་དང་བདེན་པའི་བསླབ་བྱ་ལས།
5	verse-stanza	33		ཆགས་སྡང་རྨོངས་པས་ཁྱབ་པའི་འཁོར་བ་འདིར།།↵བྱམས་དང་བརྩེ་བའི་ཐུགས་ཀྱིས་དགོངས་པ་ལས།།↵ཉ
6	verse-stanza	33		བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི།།↵དགོངས་འགྲེལ་ཐེག་ཆེན་ཆོས་ཀྱི་རྒྱ་མཚོ་ལ།།↵ད
7	line-end	78		ཐེག་པ་ཆེན་པོའི་བསྟན་བཅོས་ནམ་མཁའི་ཚད་ཀྱིས་གཞལ་དུ་མེད་པའི་ནང་ནས། འཕགས་པའི་ཡུལ་ན་ཉི
8	line-end	38		ཅི་འདི་མཛད་པ་པོ་སུ་ཞེ་ན། དེ་ནི་སློབ་དཔོན་ཆེན་པོ་ཞི་བའི་ལྷ་ཞེས་བྱ་སྟེ། དེ་ནི་སློབ
9	verse-stanza	25		རྒྱལ་བའི་བསྟན་ལ་བདག་ཉིད་ཆེ།།↵སྐྱེས་བུ་མང་པོ་བྱོན་མོད་ཀྱི།།↵ཞི་བའི་ལྷས་མཛད་དང་འདྲ
10	line-end	36		ཅེས་དང༌། ཤེར་འབྱུང་གི་འགྲེལ་པར། འདིར་འཕགས་པ་ཞི་བའི་ལྷ་དེ་གསུང་རབ་མཐའ་དག་གི་དོན་ག
11	verse-stanza	13		བསྟན་བཅོས་རྩོམ་ཞིང་མཁའ་ལ་གཤེགས།།↵བྱང་སེམས་བསླབ་པ་མཐར་ཕྱིན་པ།།
12	terminal-particle	18		ཤཱནྟ་དེ་ཝ་ཞེས་རྡོ་རྗེ་གདན་པ་ཆེན་པོའི་གྲུབ་ཐོབ་ཀྱི་འདུ་བར་བསྔགས་པ་དེའོ།།
13	line-end	15		དེའི་བྱོན་ཚུལ་ལ་ངོ་མཚར་གྱི་གཏམ་བདུན་གྱི་སྒོ་ནས་འཆད་པ་ནི།
14	verse-stanza	24		ལྷག་པའི་ལྷ་མཉེས་ནཱ་ལེཎྜའི།།↵བཀོད་པ་ཕུན་ཚོགས་རྩོད་པ་ཟློག།↵ཡ་མཚན་ཅན་དང་སྤྲང་པོ་དང༌
15	line-end	60		ཞེས་རྒྱལ་པོའི་སྲས་ཞི་བའི་གོ་ཆ་ཞེས་བྱ་བ་ཡིན་ལ། ཆུང་ངུ་ནས་རྣལ་འབྱོར་པ་ཞིག་ལ་འཇམ་དཔ
16	verse-stanza	33		བུ་གཅིག་འདི་ནི་ང་ཡི་སྟན་ཡིན་ཏེ།།↵ང་ནི་ཁྱོད་ཀྱི་དགེ་བའི་བཤེས་གཉེན་ཡིན།།↵ང་དང་ཁྱོད
17	terminal-particle	33		གསུང་བ་རྨིས་པས་རྒྱལ་སྲིད་སྤངས་ཏེ་བྲོས་ནས་ནཱ་ལེཎྜར་སྦྱོར་ལམ་པ་རྒྱལ་བའི་ལྷ་ལས་རབ་ཏ
18	terminal-particle	31		དེར་རྗེ་བཙུན་ལ་ཆོས་གསན་ཞིང་ཤིན་ཏུ་སྤྲོས་མེད་ཀྱི་སྤྱོད་པ་མཛད་པས་གཞན་དག་གིས་འདི་ལ་
19	terminal-particle	181		ཅེས་བྷུ་སུ་ཀུའམ་འདུ་ཤེས་གསུམ་པར་བསྒྲགས་ཏེ་གནས་ནས་དབྱུང་བའི་ཕྱིར། མདོ་འདོན་པར་བསྒ
20	terminal-particle	58		ཞེས་ཀྱང་ཟེར་ཞིང༌། བསླབ་བཏུས་མདོ་བཏུས་ཀྱང་མ་ཤེས་པས་སྤྱན་འདྲེན་དུ་བཏང་བ་ན་གཤེགས་སུ
21	line-end	92		དེ་ནས་མུ་སྟེགས་ཀྱི་རྩོད་པ་ཟློག་པ་དང༌། ཡ་མཚན་ཅན་ཞེས་པ་ངོ་ཚ་བའི་གནས། རྟག་ཆད་ཀྱི་ལྟ
22	ordinal-open	4		བཞི་པ་དང༌། ལྔ་པའོ།།
23	line-end	293		ཡང་རྒྱལ་པོ་ཆེན་པོ་ཞིག་གི་སྐུ་སྲུང་བ་མཛད་དེ། ཤིང་གི་རལ་གྲི་འོད་ཟེར་འགྱེད་པར་བསྟན་
24	line-end	22		རྒྱ་གར་སྐད་དུ། བོདྷི་ས་ཏྭ་ཙཱརྱ་ཨ་ཝ་ཏ་ར། བོད་སྐད་དུ། བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་
25	line-end	24		སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ། ཞེས་པ་སྟེ། སྒྱུར་བྱེད་ཀྱི་པཎྜི
26	terminal-particle	16		བསྟན་བཅོས་རྩོམ་པ་ལ་འཇུག་པའི་བྱ་བ། བསྟན་བཅོས་དངོས། བརྩམས་པའི་དགེ་བ་བསྔོ་བའོ།།
27	ordinal-open	33		དང་པོ་ལ་བཞི་སྟེ། ཕྱག་བྱ་བ། རྩོམ་པར་དམ་བཅའ་བ། ཇི་ལྟར་རྩོམ་པའི་ཚུལ་ཏེ་དངོས་བསྟན་གྱ
28	ordinal-open	3		དང་པོ་ནི།
29	verse-stanza	17		བདེ་གཤེགས་ཆོས་ཀྱི་སྐུ་མངའ་སྲས་བཅས་དང༌།།↵ཕྱག་འོས་ཀུན་ལའང་གུས་པས་ཕྱག་བཙལ་ཏེ།།
30	terminal-particle	35		ཞེས་གསུངས་ཏེ། དེ་ཡང་ཕྱག་འཚལ་བའི་དགོས་པ་ནི་གཞུང་འདི་བཤད་པའི་དོན་དུ་འཚལ་བས་ན་ཏེ་ཞེ
31	line-end	69		ཡུལ་ནི། མཛེས་པའམ་ལེགས་པ་དང༌། ཡོངས་སུ་རྫོགས་པ་དང༌། མཐར་ཐུག་པའི་དོན་གསུམ་ལ་འཇུག་པའ
32	verse-stanza	25		ཁྱོད་ཀྱི་བསྟན་ལས་ཕྱིར་ཕྱོགས་པའི།།↵སྐྱེ་བོ་མ་རིག་གིས་ལྡོངས་པ།།↵སྲིད་རྩེའི་བར་དུ་ཕ
33	terminal-particle	9		ཅེས་གསུངས་པ་ལས་ཁྱད་པར་དུ་བྱས་སོ།།
34	terminal-particle	33		ཡང་ན་སླར་མི་ལྡོག་པར་གཤེགས་པ་སྟེ། རྒྱུན་ཞུགས་སྲིད་པ་ལན་བདུན་པ་འདོད་པར་འཁོར་བ་དང༌།
35	terminal-particle	26		ཡང་ན་མཐར་ཐུག་པར་གཤེགས་པ་སྟེ། ཉན་ཐོས་དང་རང་སངས་རྒྱས་སྒྲིབ་པའི་བག་ཉལ་མ་སྤངས་པ་ལས་ཁ
36	terminal-particle	18		དེ་བཞིན་དུ་སྤངས་པ་ལ་སྦྱར་བ་གསུམ་དང་རྟོགས་པ་ལ་སྦྱར་བ་ཡང་གསུམ་མོ།།
37	quote-close	32		དེའི་ཕྱིར་བདེ་བར་གཤེགས་པ་ཞེས་བྱ་ལ། དེའི་རང་བཞིན་ནི་ཆོས་ཀྱི་སྐུ་སྟེ། ང་ནི་འཇིག་ཚོ
38	terminal-particle	31		བདེ་གཤེགས་ཆོས་ཀྱི་སྐུ་མངའ་བ་དེ་འཐོབ་པའི་ཆེད་དུ་ཞུགས་པའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ནི
39	terminal-particle	138		ཆོས་ཀྱི་སྐུ་ཞེས་པའི་ཚིག་གི་ནུས་པ་གཅིག་གིས་ཆོས་དཀོན་མཆོག་ཡང་བསྟན་ཏེ། གང་ཆགས་པ་དང་
40	terminal-particle	17		ཕྱག་གི་ངོ་བོ་ནི། སྒོ་གསུམ་འདུད་པ་སྟེ་ང་རྒྱལ་སྤངས་པ་མཚོན་པའི་ཆེད་དོ།།
41	terminal-particle	18		འང་གི་སྒྲས་ནི་ཉན་རང་དེ་དག་སྐྱབས་ཡུལ་མ་ཡིན་ཡང་ཞེས་མཚོན་པར་བྱེད་དོ།།
42	line-end	35		དེ་ལྟར་ཐོག་མར་ཡུལ་མཆོག་ལ་གུས་པའི་ཕྱག་བྱས་པས་གཞན་དད་པ་ལ་སྦྱོར། ང་རྒྱལ་སྤངས་པས་དམ་
43	terminal-particle	18		ཏེ་ཞེས་ལྷག་མ་འདྲེན་པའི་ཚིག་བརྗོད་ནས་ཕྱག་བཙལ་ཏེ་ཅི་བྱེད་ཅེས་པའི་དོན་ནོ།།
44	line-end	2		ལན་ནི།
45	verse-stanza	17		བདེ་གཤེགས་སྲས་ཀྱི་སྡོམ་ལ་འཇུག་པ་ནི།།↵ལུང་བཞིན་མདོར་བསྡུས་ནས་ནི་བསྟན་པར་བྱ།།
46	terminal-particle	76		ཞེས་པ་སྟེ། བདེ་གཤེགས་སྲས་ཀྱི་སྡོམ་ལ་འཇུག་པ་ཅེས་པས་བརྗོད་བྱ་དང་དགོས་པ་དོན་ཆེན་པོ་
47	line-end	38		དེ་ལྟར་སྟོན་པར་ཡང་ནུས་ཏེ། བདག་ཀྱང་འཇམ་དབྱངས་བཀའ་དྲིན་གྱིས།། ཞེས་དང༌། གང་གི་དྲིན་
48	verse-stanza	33		སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད།།↵སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ།།↵དེ་ཕྱ
49	verse-stanza	33		དགེ་བ་གོམས་ཕྱིར་བདག་གི་དད་པའི་ཤུགས།།↵འདི་དག་གིས་ཀྱང་རེ་ཞིག་འཕེལ་འགྱུར་ལ།།↵བདག་དང
50	terminal-particle	213		ཞེས་གསུངས་ཏེ། ཅི་ཁྱེད་ཅག་སྔོན་མ་གྲགས་པ་ཐོན་ཞིག་ཅེས་ཟེར་ན། སྔོན་ཆད་གཏན་མ་གྲགས་པ་ས
51	terminal-particle	332		ཞེས་ཁེངས་པ་སྐྱུང་པའི་ཚུལ་གྱིས་དེ་དག་ལ་སྙིང་པོ་མེད་པར་བསྟན་ནས། བདག་ནི་དོན་ཕུན་སུམ
52	terminal-particle	5		ཞེས་དགོངས་པ་ཡིན་ནོ།།
53	terminal-particle	57		དེ་ལྟར་ཁེངས་པ་བསྐྱུངས་པས་རྩོམ་པ་པོས་ཐམས་ཅད་མཁྱེན་པར་ཁས་མ་བླངས་པའི་ཕྱིར་རྒོལ་བ་ཉུ
54	line-end	12		ཞེས་སུན་ཅི་ཕྱིན་གྱིས་མི་རྒོལ་བའི་དགོས་པའང་འབྱུང་ངོ༌།།
55	terminal-particle	25		གང་བདེ་བར་གཤེགས་པའི་སྲས་ཀྱི་སྡོམ་པ་ནི་འདིར་བརྗོད་བྱ་ཡིན་ལ། དེ་ལ་འཇུག་པའི་བསྟན་བཅ
56	terminal-particle	43		རྗོད་བྱེད་འདི་ཁོང་དུ་ཆུད་པ་ན་བྱང་སྡོམ་དེའི་མ་ཐོབ་པ་འཐོབ་བྱེད། ཐོབ་པ་སྲུང་ཚུལ། ཉམ
57	line-end	136		དེ་ལས་ཆོས་ཀྱི་སྐུ་མངའ་བའི་བདེ་བར་གཤེགས་པ་འཐོབ་པ་ནི་དགོས་པའི་དགོས་པའམ་ཉིང་དགོས་ཡི
58	terminal-particle	17		ལམ་གྱི་རྟེན་དལ་འབྱོར་བཤད་པ་དང༌། ལམ་གྱི་དངོས་གཞི་བྱང་ཆུབ་ཀྱི་སེམས་བཤད་པའོ།།
59	ordinal-open	24		དང་པོ་ལ་གཉིས། ལུས་རྟེན་དལ་འབྱོར་རྙེད་དཀའ་བ་དང༌། གནས་ལ་དད་པའི་དགེ་བློ་ཁྱད་པར་དུ་ར
60	ordinal-open	3		དང་པོ་ནི།
61	verse-stanza	33		དལ་འབྱོར་འདི་ནི་རྙེད་པར་ཤིན་ཏུ་དཀའ།།↵སྐྱེས་བུའི་དོན་གྲུབ་ཐོབ་པར་གྱུར་པ་ལ།།↵གལ་ཏེ
62	line-end	3		ཞེས་གསུངས་ཏེ།
63	verse-stanza	25		དམྱལ་བ་ཡི་དྭགས་དུད་འགྲོ་དང༌།།↵ཀླ་ཀློ་ཚེ་རིང་ལྷ་དང་ནི།།↵ལོག་ལྟ་སངས་རྒྱས་ཀྱིས་སྟོང
64	line-end	12		དེ་དེར་མ་སྐྱེས་པས་ཆོས་བྱར་ཁོམ་པའི་ཕྱིར་དལ་བའོ།།
65	verse-stanza	26		མི་ཉིད་དབུས་སྐྱེས་དབང་པོ་ཚང༌།།↵ལས་མཐའ་མ་ལོག་གནས་ལ་དད།།↵ཅེས་པ་རང་གི་འབྱོར་པ་ལྔ་དང
66	verse-stanza	12		བསྟན་པ་གནས་དང་དེའི་རྗེས་འཇུག།↵གཞན་ཕྱིར་སྙིང་ནས་བརྩེ་བའོ།།
67	terminal-particle	4		ཞེས་གཞན་འབྱོར་ལྔའོ།།
68	terminal-particle	14		གང་གིས་རྙེད་པར་དཀའ་ན་མི་ཁོམ་པར་སྐྱེས་པ་རྣམས་ཀྱིས་སོ།།
69	terminal-particle	45		ཇི་ལྟར་ན་མདོ་ལས་ས་ཆེན་པོ་དང་སེན་མོའི་སྟེང་གི་སའི་དཔེ་མཛད་པ་དང༌། རྒྱ་མཚོ་ཆེར་གཡེང
70	terminal-particle	26		དེས་ན་ལྷ་ལས་རྣམ་པ་དུ་མས་ལྷག་པའི་ལུས་རྟེན་འདི་ཐོབ་ནས་དོན་མེད་དུ་མི་འགྱུར་བར་རང་གི
71	ordinal-open	17		གཉིས་པ་གནས་ལ་དད་པའི་དགེ་བློ་ཁྱད་པར་དུ་རྙེད་དཀའ་བར་བསྟན་པ་ནི།
72	verse-stanza	33		ཇི་ལྟར་མཚན་མོ་མུན་ནག་སྤྲིན་རུམ་ནང༌།།↵གློག་འགྱུ་སྐད་ཅིག་བར་སྣང་སྟོན་པ་ལྟར།།↵དེ་བཞ
73	terminal-particle	186		དེ་ལྟས་དགེ་བ་ཉམ་ཆུང་འདི་ལ་བརྟག། ཅེས་གསུངས་ཏེ། དེ་ལས་རང་འབྱོར་ལྔའི་ནང་ཚན་གནས་ལ་དད
74	terminal-particle	73		དེ་ལྟར་ན་དེ་བཞིན་གཤེགས་པའི་བྱིན་གྱིས་བརླབས་ཀྱིས་ཅི་ཞིག་ལྟར་ན་རྙེད་པར་དཀའ་བ་བརྙེད
75	terminal-particle	87		ཞེས་བྱུང་ངོ༌།། དེ་ལྟ་བས་ན་དགེ་བའི་བློ་སྐྱེ་བར་དཀའ་ཞིང་འཇིག་པར་སླ་བས་ཉམ་ཆུང་ལ་ཕན་
76	line-end	52		ཇི་ལྟར་མི་བཏང་ཞེ་ན། ལུས་དང་སེམས་ཀྱི་གནས་སྐབས་ལ་བརྟག་པ་དང༌། སེམས་སྲུང་བ་རྒྱས་པར་འ
77	line-end	23		བྱང་ཆུབ་ཀྱི་སེམས་ཀྱི་ཕན་ཡོན་བཤད་པ། བྱང་ཆུབ་ཀྱི་སེམས་ཇི་ལྟར་བླང་ཚུལ། ཐོབ་པ་མི་ཉམས
78	ordinal-open	32		དང་པོ་ལ་བཞི། མ་མཐོང་བའི་ཕན་ཡོན། མཐོང་ཆོས་ཀྱི་ཕན་ཡོན། དཔེ་དྲུག་གིས་བསྔགས་པ་སྟེ་ཐུ
79	ordinal-open	21		དང་པོ་ལ་བཞི། སྡིག་པ་སེལ་བ། རང་ལ་ཕན་པ། གཞན་སྐྱོབ་པ། སྐྱེས་བུ་གསུམ་གའི་ལམ་གྱི་རྟེན
80	ordinal-open	3		དང་པོ་ནི།
81	verse-stanza	25		སྡིག་པ་སྟོབས་ཆེན་ཤིན་ཏུ་མི་བཟད་པ།།↵དེ་ནི་རྫོགས་པའི་བྱང་ཆུབ་སེམས་མིན་པ།།↵དགེ་གཞན་
82	terminal-particle	17		ཞེས་གསུངས་ཏེ། འགྲེལ་པ་ཕལ་མོ་ཆེར་དེ་ལྟས་ཞེས་པའི་རྐང་པའང་འདི་ལ་སྦྱར་རོ།།
83	terminal-particle	53		འདི་ལ་སྡིག་པ་དྲུངས་འབྱིན་པ་ནི་དོན་དམ་བྱང་སེམས་ཀྱི་ཕན་ཡོན་ཡིན་ཡང་ཀུན་རྫོབ་ཀྱི་སྨོ
84	ordinal-open	7		གཉིས་པ་རང་ལ་ཕན་པ་ནི།
85	verse-stanza	17		བསྐལ་པ་དུ་མར་རབ་དགོངས་མཛད་པ་ཡི།།↵ཐུབ་དབང་རྣམས་ཀྱིས་འདི་ཉིད་ཕན་པར་གཟིགས།།
86	quote-close	2		ཞེས་པའོ།།
87	ordinal-open	6		གསུམ་པ་གཞན་སྐྱོབ་པ་ནི།
88	verse-stanza	17		འདིས་ནི་ཚད་མེད་སྐྱེ་བོའི་ཚོགས་རྣམས་ཀྱིས།།↵བདེ་མཆོག་བདེ་བླག་ཉིད་དུ་འཐོབ་པར་བྱེད།།
89	line-end	19		ཅེས་གསུངས་ཏེ། སྐྲ་འབལ་བ་སོགས་ཀྱི་གདུང་བ་མེད་པར་འཇུག་པས་བདེ་མཆོག་དང་བདེ་བླག་སྟེ།
90	verse-stanza	13		བདེ་ནས་བདེ་བར་འགྲོ་བ་ལ།།↵སེམས་ཤེས་སུ་ཞིག་སྒྱིད་ལུག་འགྱུར།།
91	terminal-particle	5		ཞེས་འཆད་པར་འགྱུར་རོ།།
92	terminal-particle	40		འོ་ན་བྱམས་པའི་སྟོབས་ཀྱི་སྐྱེས་རབས་སོགས་ཇི་ལྟ་ཞེ་ན། ཕ་རོལ་གྱི་སྡུག་བསྔལ་གྱིས་རང་ས
93	terminal-particle	6		ཞེས་དཀའ་འགྲེལ་ཆེན་མོར་རོ།།
94	ordinal-open	13		བཞི་པ་སྐྱེས་བུ་གསུམ་གའི་ལམ་གྱི་རྟེན་དུ་འགྱུར་བ་ནི།
95	verse-stanza	33		སྲིད་པའི་སྡུག་བསྔལ་བརྒྱ་ཕྲག་གཞོམ་འདོད་ཅིང༌།།↵སེམས་ཅན་མི་བདེ་བསལ་བར་འདོད་པ་དང༌།།↵
96	terminal-particle	65		ཞེས་གསུངས་ཏེ། འཁོར་བའི་བདེ་བ་འདོད་པས་ཀྱང་སེམས་བསྐྱེད་པར་བྱ་སྟེ། འཁོར་བའི་བདེ་འབྲ
97	terminal-particle	31		ཞེས་དང༌། མཆོག་ཟུང་མྱུར་དུ་ཐར་བར་འདོད་པས་ཐེག་དམན་དུ་སེམས་བསྐྱེད་པ་ཡིན་ཡང༌། ང་བྱང་
98	quote-close	2		ཞེས་སོ།།
99	terminal-particle	22		སེམས་ཅན་སྐྱབས་པར་འདོད་པས་ཀྱང་སེམས་བསྐྱེད་པར་བྱ་སྟེ་དེའི་རྒྱུ་ནི་དེ་ཁོ་ན་ཡིན་པའི་
100	ordinal-open	8		གཉིས་པ་མཐོང་ཆོས་ཀྱི་ཕན་ཡོན་ནི།
101	verse-stanza	33		བྱང་ཆུབ་སེམས་སྐྱེས་གྱུར་ན་སྐད་ཅིག་གིས།།↵འཁོར་བའི་བཙོན་རར་བསྡམས་པའི་ཉམ་ཐག་རྣམས།།↵
102	terminal-particle	41		ཞེས་གསུངས་ཏེ། སྨོན་པའི་བྱང་ཆུབ་ཀྱི་སེམས་སྐྱེས་མ་ཐག་དེ་ཉིད་དུ་འཁོར་བའི་རྒྱ་མཚོ་གན
103	terminal-particle	103		ཞེས་བཀུར་སྟིའི་གནས་སུ་འགྱུར་བའི་ཕྱིར་ཏེ། འདུལ་བའི་ལུང་ལས། རྒྱལ་པོ་གསལ་རྒྱལ་གྱིས་
104	terminal-particle	29		བཀའ་བསྩལ་པ། རྒྱལ་པོ་ཆེན་པོ་དེ་ལྟ་བས་ན་དོན་འདིས་ཀྱང་ངས་རབ་ཏུ་བྱུང་བའི་ཕན་ཡོན་བཤད་
105	ordinal-open	63		གསུམ་པ་དཔེ་དྲུག་གིས་བསྔགས་པ་ལ་དྲུག དམན་པ་མཆོག་ཏུ་བསྒྱུར་བ་གསེར་འགྱུར་གྱི་རྩིའི་ད
106	ordinal-open	3		དང་པོ་ནི།
107	verse-stanza	33		གསེར་འགྱུར་རྩི་ཡི་རྣམ་པ་མཆོག་ལྟ་བུར།།↵མི་གཙང་ལུས་འདི་བླངས་ནས་རྒྱལ་བའི་སྐུ།།↵རིན་
108	terminal-particle	27		ཞེས་གསུངས་ཏེ། གསེར་གྱི་རིགས་ཆེན་པོ་དངུལ་ཆུར་སྣང་བས་ལྕགས་ཐམས་ཅད་གསེར་དུ་བྱེད་ཀྱང་
109	line-end	65		འདིར་སྡོང་པོ་བཀོད་པ་ན། གསེར་དུ་སྣང་བའི་དངུལ་ཆུ་ཞེས་ཡོད་ཀྱང༌། འགྱུར་རམ་བར་དུ་མ་དག
110	verse-stanza	35		རྒྱུད་དུས་འཁོར་སོགས་ལས་བཤད་པའི་ཕྱིར་རོ།།↵གཉིས་པ་རིན་དང་མཐུ་ཆེ་བ་ནོར་བུའི་དཔེ་ནི།
111	verse-stanza	17		འགྲོ་བའི་གནས་དང་བྲལ་བར་འདོད་པ་རྣམས།།↵རིན་ཆེན་བྱང་ཆུབ་སེམས་ལེགས་བརྟན་པོར་གཟུང༌།།
112	terminal-particle	79		ཞེས་གསུངས་ཏེ། དཀའ་འགྲེལ་ཆེན་མོར། འགྲོ་བ་ཚོང་བརྡལ་པ་རྣམས་ལ་ཀྱེ་བྱང་ཆུབ་ཀྱི་སེམས་ཀ
113	ordinal-open	15		གསུམ་པ་འབྲས་བུ་ཟད་མི་ཤེས་པ་དཔག་བསམ་གྱི་ཤིང་གི་དཔེ་ནི།
114	verse-stanza	33		དགེ་བ་གཞན་ཀུན་ཆུ་ཤིང་བཞིན་དུ་ནི།།↵འབྲས་བུ་བསྐྱེད་ནས་ཟད་པར་འགྱུར་བ་ཉིད།།↵བྱང་ཆུབ་
115	terminal-particle	40		ཞེས་གསུངས་ཏེ། དགེ་བ་གཞན་རྣམས་ནི་སྦ་དང༌། སྨིག་མ་དང༌། ཆུ་ཤིང་ལྟར་འབྲས་བུ་ལན་གཅིག་ཕ
116	ordinal-open	14		བཞི་པ་མྱོང་བར་ངེས་པའི་སྡིག་པ་འཇོམས་པ་དཔའ་བོའི་དཔེ་ནི།
117	verse-stanza	33		སྡིག་པ་ཤིན་ཏུ་མི་བཟད་བྱས་ན་ཡང༌།།↵དཔའ་ལ་བརྟེན་ན་འཇིགས་པ་ཆེ་ལས་ལྟར།།↵གང་ལ་བརྟེན་ནས
118	terminal-particle	34		ཞེས་གསུངས་ཏེ། རྒྱལ་པོ་མ་སྐྱེས་དགྲ་ལྟ་བུའང་བྱང་ཆུབ་ཀྱི་སེམས་ཀྱི་མཐུས་ཚེ་དེ་ལ་སྒྲ་
119	ordinal-open	12		ལྔ་པ་མྱོང་བར་མ་ངེས་པ་འཇོམས་པ་མེའི་དཔེ་ནི།
120	verse-stanza	17		དེས་ནི་དུས་མཐའི་མེས་བཞིན་སྡིག་ཆེན་རྣམས།།↵སྐད་ཅིག་གཅིག་གིས་ངེས་པར་སྲེག་པར་བྱེད།།
121	terminal-particle	32		ཅེས་གསུངས་ཏེ། དུས་མཐའི་མེས་དངོས་པོ་ཐམས་ཅད་ཀྱང་སྲེག་པ་ལྟར་མྱོང་བར་ངེས་མ་ངེས་སོགས་
122	terminal-particle	130		འོ་ན་ལས་ཆུད་མི་འཛའ་བར་གསུངས་པ་དང་འགལ་ལོ་ཞེ་ན། མི་འགལ་ཏེ། བསོད་ནམས་ཀྱི་ཚོགས་ནམ་མཁ
123	ordinal-open	100		དྲུག་པ་ཕན་ཡོན་རྒྱས་པར་མདོ་ལས་བསྟན་ཚུལ་ནི། དེ་ཡི་ཕན་ཡོན་དཔག་ཏུ་མེད་པ་དག། བྱམས་མགོ
124	verse-stanza	24		ཇི་ལྟར་ས་བོན་ཞིང་དང་ས་ཆུ་རླུང༌།།↵མེ་དང་ཟླ་བ་ཉི་མ་སྒྲོན་མ་མིག།↵ཞེས་སོགས་གསུངས་པ་ལ
125	ordinal-open	41		བཞི་པ་འཇུག་པའི་ཕན་ཡོན་ཁྱད་པར་དུ་བཤད་པ་ལ་ལྔ། དབྱེ་བ། མཚན་ཉིད། སྨོན་པའི་ཕན་ཡོན། འཇ
126	ordinal-open	3		དང་པོ་ནི།
127	verse-stanza	25		བྱང་ཆུབ་སེམས་དེ་མདོར་བསྡུས་ན།།↵རྣམ་པ་གཉིས་སུ་ཤེས་བྱ་སྟེ།།↵བྱང་ཆུབ་སྨོན་པའི་སེམས་
128	terminal-particle	15		ཞེས་གསུངས་ཏེ། བྱང་ཆུབ་སེམས་དེ་མདོར་བསྡུ་ན་སྨོན་འཇུག་རྣམ་པ་གཉིས་སོ།།
129	ordinal-open	5		གཉིས་པ་མཚན་ཉིད་ནི།
130	verse-stanza	25		འགྲོ་བར་འདོད་དང་འགྲོ་བ་ཡི།།↵བྱེ་བྲག་ཇི་ལྟར་ཤེས་པ་ལྟར།།↵དེ་བཞིན་མཁས་པས་འདི་གཉིས་ཀ
131	terminal-particle	66		ཞེས་གསུངས་ཏེ། དེ་ཇི་ལྟ་བུ་ཞེ་ན། ཡུལ་གཞན་དུ་འགྲོ་བར་འདོད་ལ། འགྲོ་བའི་བྱ་བ་དང་བྲལ་
132	ordinal-open	7		གསུམ་པ་སྨོན་པའི་ཕན་ཡོན་ནི།
133	verse-stanza	25		བྱང་ཆུབ་སྨོན་པའི་སེམས་ལས་ནི།།↵འཁོར་ཚེ་འབྲས་བུ་ཆེ་འབྱུང་ཡང༌།།↵ཇི་ལྟར་འཇུག་པའི་སེམ
134	terminal-particle	13		ཞེས་གསུངས་ཏེ། སྨོན་འཇུག་གི་ཕན་ཡོན་གྱི་ཁྱད་པར་ངོས་བཟུང་བའོ།།
135	ordinal-open	36		བཞི་པ་འཇུག་པའི་ཕན་ཡོན་རྒྱས་བཤད་ལ་བཞི། ཕན་ཡོན་དངོས་བཤད། དེ་ལུང་གིས་སྒྲུབ་པ། སྨོན་
136	ordinal-open	3		དང་པོ་ནི།
137	verse-stanza	25		གང་ནས་བཟུང་སྟེ་སེམས་ཅན་ཁམས།།↵མཐའ་ཡས་རབ་ཏུ་སྒྲོལ་བའི་ཕྱིར།།↵མི་ལྡོག་པ་ཡི་སེམས་ཀྱི
138	verse-stanza	25		དེ་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ།།↵བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས།།↵རྒྱུན་མི་འཆད་པར་དུ་
139	terminal-particle	72		ཞེས་གསུངས་ཏེ། འདི་ལ་དཀའ་འགྲེལ་ཆུང་ངུར། སོ་སྐྱེ་ལ་འཇུག་སེམས་མེད་པ་ལྟར་བཤད་ཀྱང་། བ
140	terminal-particle	125		དེས་ན་སོ་སོ་སྐྱེ་བོའི་སྐབས་ཁོ་ན་ལ་སྨོན་འཇུག་གཙོ་བོར་བཞག་པ་ཡིན་ལ། དུས་གང་ནས་བཟུང་
